Year ,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1960's,Beechwood 4-5789,The Marvelettes,0.631,0.67,-4.755,0.0336,0.68,0,0.167,0.972,138.273
1960's,My Little Chickadee,The Foundations,0.669,0.665,-5.686,0.0671,0.146,0,0.193,0.681,125.491
1960's,On The Road Again,Canned Heat,0.496,0.156,-17.059,0.0419,0.777,0,0.232,0.205,129.524
1960's,We Can Work It Out,The Beatles,0.378,0.677,-8.63,0.0298,0.0635,0,0.183,0.648,106.071
1960's,Baby You're So Fine,Mickey & Sylvia,0.715,0.739,-9.675,0.0475,0.8,0.000817,0.301,0.96,119.624
1960's,Walk-Don't Run '64,The Ventures,0.485,0.886,-5.332,0.037,4.87e-05,0.911,0.229,0.653,149.074
1960's,"Baby, Baby, Baby",Sam Cooke,0.367,0.655,-6.396,0.0524,0.624,0,0.374,0.695,131.583
1960's,Sunday And Me,Jay & The Americans,0.394,0.536,-10.762,0.0572,0.749,0,0.244,0.382,134.67
1960's,North Pole Penguin,Piero Piccioni,0.487,0.518,-14.092,0.0295,0.264,0.0403,0.0838,0.839,105.303
1960's,Blue On Blue,Bobby Vinton,0.607,0.303,-10.065,0.0244,0.817,0,0.183,0.555,97.383
1960's,Too Slow,The Impressions,0.461,0.443,-11.031,0.0335,0.527,0,0.15,0.695,62.922
1960's,Reuben James,Kenny Rogers & The First Edition,0.678,0.729,-7.902,0.0411,0.796,4.38e-06,0.182,0.889,93.027
1960's,Suzanne (Every Night When the Sun Goes Down),Harry Belafonte,0.411,0.0439,-26.597,0.101,0.873,0,0.372,0.0622,123.57
1960's,"In Like Flint: Odin, Dva, Tri, Kick - From ""In Like Flint""",Jerry Goldsmith,0.485,0.302,-17.85,0.0401,0.75,0.724,0.096,0.308,89.947
1960's,Adoro,Armando Manzanero,0.535,0.456,-7.06,0.0286,0.651,0,0.397,0.402,102.648
1960's,Vaaiyaa Raja,P. Susheela,0.378,0.776,-5.765,0.0815,0.936,0.773,0.905,0.716,162.349
1960's,Watchin' Chain,Krokodil,0.345,0.665,-9.107,0.0432,0.104,0.0136,0.0882,0.0961,154.578
1960's,Casa de Bamba,Martinho Da Vila,0.777,0.68,-10.698,0.151,0.231,0,0.129,0.97,91.558
1960's,"Tonight My Love, Tonight",Paul Anka,0.545,0.66,-7.872,0.0304,0.657,0,0.634,0.884,125.069
1960's,"Norma (1997 - Remaster), Act I, Scene 1: Casta diva (Norma/Coro)",Vincenzo Bellini,0.217,0.0687,-19.64,0.0454,0.98,0.000623,0.0935,0.0484,140.09
1960's,Main Title,Jerry Goldsmith,0.446,0.034,-28.126,0.0488,0.966,0.0581,0.119,0.153,119.841
1960's,When I'm Gone,Brenda Holloway,0.39,0.717,-5.723,0.0625,0.5,0,0.118,0.63,137.076
1960's,Don't Let Love Pass Me By,Frankie Avalon,0.481,0.401,-9.969,0.0286,0.87,0.00103,0.176,0.37,67.26
1960's,Tonights The Night,The Shirelles,0.442,0.532,-6.664,0.0279,0.453,0,0.0397,0.962,156.21
1960's,For a Few Dollars More: Watch Chimes - Carillion's Theme (2nd Version),Ennio Morricone,0.482,0.0981,-13.62,0.0396,0.823,0.962,0.16,0.0594,71.296
1960's,Ninuchara Manasayera,P. Susheela,0.393,0.872,-5.013,0.248,0.679,0.00333,0.155,0.939,175.643
1960's,Who's Gonna Be Your Man,Harry Belafonte,0.673,0.153,-14.364,0.0464,0.0998,0,0.102,0.387,134.555
1960's,The Girl I Knew Somewhere,The Monkees,0.466,0.802,-8.769,0.035,0.0488,0,0.0728,0.964,175.145
1960's,My Hero,The Blue Notes,0.133,0.501,-6.248,0.0353,0.93,0.000423,0.331,0.297,180.673
1960's,Don't Worry,Marty Robbins,0.648,0.165,-16.446,0.0348,0.879,0.000216,0.13,0.435,99.585
1960's,L'Ile du Rhône,Enrico Macias,0.63,0.444,-8.04,0.051,0.846,4.89e-05,0.152,0.877,115.601
1960's,Part Time Love,Little Johnny Taylor,0.414,0.489,-10.996,0.0356,0.596,0.000171,0.195,0.532,91.351
1960's,Una Vez Más,Tito Rodriguez,0.475,0.281,-12.821,0.0312,0.526,3.17e-06,0.0992,0.557,96.521
1960's,(I've Got) Spring Fever,Little Willie John,0.699,0.373,-12.653,0.0813,0.801,0.518,0.0764,0.73,134.923
1960's,"Mas, Que Nada!",Jorge Ben Jor,0.512,0.511,-8.645,0.03,0.662,0.000199,0.209,0.589,89.499
1960's,Sangue sul fondo del mare - 2 version,Benedetto Ghiglia,0.493,0.271,-17.088,0.044,0.628,0.427,0.18,0.191,115.419
1960's,"La Traviata - Opera in three acts (1992 Digital Remaster), Act I: Libiamo ne' lieti calici (Brindisi)",Giuseppe Verdi,0.389,0.177,-17.167,0.0586,0.981,0.000519,0.468,0.252,103.258
1960's,Ô Racha Ou Fachêa,Marinês E Sua Gente,0.583,0.773,-6.509,0.0441,0.362,0,0.352,0.885,96.405
1960's,Black Verse - Part 1,Langston Hughes,0.684,0.162,-14.105,0.829,0.648,0,0.117,0.487,100.534
1960's,Spanish Eyes,Al Martino,0.519,0.481,-9.796,0.0283,0.308,1.05e-05,0.121,0.48,109.246
1960's,Hush-Hush,Jimmy Reed,0.827,0.362,-10.333,0.038,0.915,0.2,0.112,0.914,92.117
1960's,Mary's theme,Stelvio Cipriani,0.365,0.179,-22.325,0.0323,0.731,0.457,0.118,0.305,107.928
1960's,Weihnachtslieder: Am Weyhnachtsabend,Traditional,0.247,0.0173,-29.672,0.0477,0.974,0.00486,0.0817,0.0879,74.233
1960's,Patsy,Jack Scott,0.643,0.64,-10.396,0.0495,0.665,0,0.308,0.756,110.928
1960's,We Belong Together,Jimmy Velvet,0.199,0.369,-12.465,0.0302,0.789,1.08e-05,0.0932,0.499,100.378
1960's,You Better Sit Down Kids,Cher,0.593,0.458,-11.036,0.0954,0.645,0,0.32,0.449,114.751
1960's,Your Hidden Dreams,White Noise,0.456,0.449,-12.659,0.0436,0.763,0.0301,0.123,0.179,112.036
1960's,Jam Session (Descarga Caliente),Julio Gutierrez,0.454,0.575,-12.381,0.0444,0.73,0.0437,0.831,0.723,92.826
1960's,"(If You Cry) True Love, True Love",The Drifters,0.511,0.236,-14.496,0.043,0.67,0,0.0953,0.196,141.222
1960's,Return of the Silent Movies,Johnny Pearson,0.748,0.695,-10.853,0.0586,0.34,0.589,0.0973,0.319,117.238
1960's,Penny Arcade,The Cyrkle,0.662,0.515,-12.466,0.0646,0.344,0,0.082,0.74,100.451
1960's,What Shall We Do with the Drunken Sailor,Traditional,0.442,0.368,-17.109,0.058,0.992,0.000832,0.29,0.457,139.197
1960's,You Don't Have To Say You Love Me,Dusty Springfield,0.317,0.513,-9.24,0.0339,0.455,0,0.0719,0.627,111.5
1960's,Everybody Knows (I Still Love You),The Dave Clark Five,0.446,0.503,-10.025,0.0382,0.101,0,0.268,0.781,125.064
1960's,In the Park,Count Alert,0.59,0.646,-9.827,0.0945,0.877,0.0597,0.164,0.935,91.751
1960's,El amor brujo: X. Canción del fuego fatuo (Song of the Will o' the Wisp),Philadelphia Orchestra,0.452,0.161,-19.027,0.0459,0.94,0,0.107,0.408,93.051
1960's,Lip Sync (To The Tongue Twisters),Len Barry,0.746,0.641,-13.596,0.0449,0.415,0,0.684,0.944,137.447
1960's,No Hay Amigos,Tito Puente,0.459,0.791,-4.593,0.0446,0.336,0.00269,0.0528,0.781,108.583
1960's,A Miracle,Frankie Avalon,0.457,0.317,-10.69,0.0289,0.687,0,0.0711,0.216,94.441
1960's,Nobody Loves Me Like You,The Flamingos,0.522,0.673,-3.48,0.0425,0.789,0,0.318,0.659,141.01
1960's,Little Bird,Harry Belafonte,0.731,0.321,-13.441,0.0425,0.453,0,0.116,0.737,125.744
1960's,For Children: A Rouse for Stevens / Song for the Squeeze Box,Theodore Roethke,0.714,0.0998,-23.388,0.767,0.986,0,0.306,0.319,113.149
1960's,Trouble In Paradise,The Crests,0.389,0.681,-4.579,0.0602,0.897,0,0.372,0.818,167.882
1960's,Morningtown Ride,The Seekers,0.472,0.377,-10.096,0.0304,0.85,0,0.255,0.588,116.456
1960's,Motherly Love,Frank Zappa,0.441,0.603,-11.486,0.0392,0.12,0,0.247,0.714,128.585
1960's,Errinho À Tôa,Sérgio Ricardo,0.579,0.119,-16.844,0.0896,0.95,0.00236,0.118,0.358,104.654
1960's,A Brand New Me,Dusty Springfield,0.399,0.285,-11.61,0.0295,0.936,1.06e-05,0.373,0.306,135.146
1960's,She Came In Through The Bathroom Window,Joe Cocker,0.563,0.564,-9.42,0.0273,0.466,5.72e-06,0.136,0.713,88.757
1960's,Oorengum Maappillai,P. Susheela,0.496,0.508,-9.899,0.0539,0.897,0.0911,0.295,0.821,120.991
1960's,Teach Me Tonight,George Maharis,0.273,0.175,-17.628,0.0439,0.853,0,0.171,0.216,203.335
1960's,Get Back,Roy Head,0.72,0.913,-5.274,0.248,0.311,0.000186,0.246,0.94,93.373
1960's,Cadê Tereza (Mono),Os Originais Do Samba,0.435,0.899,-11.051,0.0444,0.217,9.96e-06,0.144,0.966,93.064
1960's,"It Could Happen To You - Live At The Jazz Workshop, San Francisco / 1961",Kenny Dorham,0.535,0.532,-11.479,0.0503,0.586,0.182,0.694,0.655,82.133
1960's,No Amount of Loving,The Paul Butterfield Blues Band,0.561,0.522,-13.158,0.0502,0.54,0.000929,0.0752,0.739,99.004
1960's,A Woman Can Change A Man,Joe Tex,0.519,0.687,-13.092,0.432,0.657,0,0.399,0.836,144.294
1960's,Maanaattam,P. Susheela,0.427,0.563,-8.398,0.0395,0.974,0.122,0.27,0.839,105.8
1960's,Avant de t'en aller,Françoise Hardy,0.504,0.357,-10.614,0.0281,0.771,0,0.303,0.706,120.316
1960's,The bandit with missing hand - Il bandito monco,Ennio Morricone,0.174,0.233,-11.486,0.0344,0.241,0.688,0.083,0.0321,93.949
1960's,La Pedra,Raimon,0.533,0.0712,-15.771,0.0315,0.979,2.24e-06,0.106,0.235,87.421
1960's,Message From Maria,Joe Simon,0.471,0.418,-11.453,0.0271,0.531,2.88e-05,0.53,0.763,92.627
1960's,Love (Can Make You Happy),Mercy,0.283,0.254,-14.306,0.0314,0.142,1.22e-05,0.155,0.309,172.228
1960's,Samba de Verão,Garoto,0.526,0.521,-8.271,0.0355,0.849,0.0219,0.205,0.78,151.188
1960's,Toby Dammit - Main Titles,Nino Rota,0.459,0.111,-10.612,0.0435,0.903,0.928,0.109,0.581,163.02
1960's,Las Mañanitas Tapatías,Javier Solís,0.382,0.293,-12.152,0.0313,0.756,6.74e-05,0.286,0.629,93.995
1960's,I Wanna Be Your Dog - 2019 Remaster,The Stooges,0.523,0.941,-4.444,0.0377,0.0878,0.148,0.106,0.145,120.67
1960's,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act I: Che vuol dire codesta suonata?",Gaetano Donizetti,0.421,0.294,-16.066,0.0601,0.959,0.854,0.129,0.0749,103.233
1960's,L'apprenti sorcier,Paul Dukas,0.384,0.245,-18.297,0.0574,0.887,0.683,0.0522,0.0894,114.664
1960's,Walking In The Rain,The Ronettes,0.5,0.655,-8.313,0.0308,0.386,0,0.0915,0.41,107.75
1960's,"Sonata No. 8 in C Minor for Piano, Op. 13 ""Pathétique"": II. Adagio cantabile",Ludwig van Beethoven,0.341,0.00393,-39.003,0.0433,0.994,0.919,0.106,0.263,124.66
1960's,Appalachian Spring: II. Allegro,Aaron Copland,0.432,0.378,-13.299,0.0543,0.969,0.828,0.189,0.2,82.208
1960's,Live,The Merry-Go-Round,0.674,0.712,-6.966,0.028,0.254,0.132,0.0312,0.761,129.289
1960's,Yamini Yamini,P. Susheela,0.422,0.347,-10.842,0.0418,0.841,0.000404,0.115,0.557,104.228
1960's,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act I: Caro elisir!",Gaetano Donizetti,0.437,0.0792,-22.579,0.0945,0.963,0,0.0669,0.193,88.137
1960's,To Show I Love You,Peter And Gordon,0.336,0.792,-7.568,0.0343,0.429,1.43e-05,0.076,0.904,200.522
1960's,Girls,Major Lance,0.8,0.647,-9.36,0.0396,0.555,0,0.0691,0.94,124.481
1960's,Son Of A Lovin' Man,Buchanan Brothers,0.662,0.834,-5.887,0.0606,0.645,1.22e-05,0.306,0.843,132.641
1960's,Tear Drop,Santo & Johnny,0.604,0.347,-11.783,0.0268,0.714,0.807,0.144,0.343,93.269
1960's,La fille du régiment / Act 1: Au bruit de la guerre,Gaetano Donizetti,0.443,0.212,-16.637,0.132,0.97,0.000783,0.715,0.116,120.186
1960's,I Got The Feelin' (Oh No No),Neil Diamond,0.32,0.527,-7.385,0.0334,0.581,0,0.115,0.709,203.074
1960's,Why I Sing The Blues,B.B. King,0.792,0.495,-11.603,0.0527,0.239,0.00175,0.074,0.719,118.066
1960's,"La Traviata - Opera in three acts (1992 Digital Remaster), Act II: [Scene 2] Avrem lieta",Giuseppe Verdi,0.506,0.138,-20.571,0.0516,0.942,0.00107,0.521,0.851,75.53
1960's,My Baby,The Temptations,0.52,0.679,-5.888,0.0259,0.13,1.74e-06,0.0556,0.92,100.974
1960's,Not Right - 2019 Remaster,The Stooges,0.303,0.777,-3.849,0.0308,0.00248,0.785,0.0363,0.446,146.847
1960's,Noite Dos Mascarados,Chico Buarque,0.325,0.489,-5.469,0.0289,0.454,0,0.365,0.351,97.772
1960's,Vivre Pour Vivre / É Tempo de Amar,Peter Thomas,0.428,0.501,-11.743,0.0354,0.0221,0.554,0.0886,0.565,115.922
1960's,Mon amour adieu - Remasterisé en 2016,Françoise Hardy,0.306,0.177,-14.528,0.0313,0.888,0,0.175,0.329,172.519
1960's,Amor Em Brasilia (Love in Brasilia),Luiz Bonfá,0.569,0.377,-17.235,0.0389,0.864,0.91,0.109,0.768,126.985
1960's,Peanut Butter,The Marathons,0.593,0.583,-8.697,0.0312,0.403,0,0.311,0.915,118.76
1960's,"""Come, Sleep...""",Louise Bogan,0.734,0.0694,-24.33,0.917,0.611,0,0.106,0.319,108.734
1960's,More And More,Andy Williams,0.425,0.442,-12.537,0.0332,0.78,0.00013,0.118,0.494,117.213
1960's,It's Gonna Be Alright,Maxine Brown,0.32,0.386,-10.353,0.0414,0.521,8.28e-06,0.146,0.653,188.294
1960's,Pardon My English,Antônio Carlos Jobim,0.483,0.549,-9.024,0.0306,0.664,0.747,0.318,0.879,83.791
1960's,Are You Hung Up?,Frank Zappa,0.516,0.417,-17.412,0.88,0.518,0.00216,0.186,0.233,82.55
1960's,Summertime - Live,Tito Rodriguez,0.474,0.826,-10.631,0.0599,0.726,0.746,0.898,0.722,121.867
1960's,Cuban Riot,Syd Dale,0.396,0.939,-5.769,0.145,0.0283,0.8,0.065,0.773,147.126
1960's,Le altre 17,Piero Piccioni,0.488,0.203,-22.788,0.0284,0.846,0.902,0.0966,0.331,75.369
1960's,Lay Some Happiness On Me,Dean Martin,0.661,0.527,-11.77,0.0357,0.808,0,0.226,0.672,77.185
1960's,"Baby, I Love You",The Ronettes,0.545,0.802,-8.275,0.0358,0.208,3.7e-05,0.086,0.854,115.692
1960's,Das Rosas,Quarteto Em Cy,0.309,0.655,-10.291,0.507,0.728,3.61e-05,0.955,0.511,84.741
1960's,Knock! Knock! (Who's There?),The Orlons,0.645,0.898,-6.251,0.0595,0.353,5.24e-06,0.622,0.791,97.774
1960's,I Keep Forgettin',Chuck Jackson,0.82,0.369,-12.023,0.0459,0.324,0,0.0644,0.719,97.142
1960's,Solamente Tú,Los Cinco Latinos,0.282,0.519,-8.658,0.0386,0.844,0,0.241,0.464,148.779
1960's,Cupid,Johnny Nash,0.639,0.25,-15.329,0.0406,0.673,0,0.687,0.65,87.697
1960's,Happenings Ten Years Time Ago,The Yardbirds,0.486,0.733,-8.723,0.0575,0.417,1.66e-05,0.286,0.601,126.963
1960's,Wear It On Our Face,The Dells,0.372,0.636,-14.092,0.0393,0.266,0,0.104,0.743,84.737
1960's,Darling Lorraine,The Knockouts,0.531,0.298,-12.216,0.0265,0.876,0.000447,0.139,0.539,107.521
1960's,I Found A Girl,Jan & Dean,0.503,0.736,-11.162,0.0327,0.178,0.0188,0.549,0.964,137.521
1960's,Oh oh chéri,Françoise Hardy,0.794,0.41,-10.917,0.0395,0.692,2.67e-05,0.0892,0.901,92.078
1960's,Laurie (Strange Things Happen),Dickey Lee,0.687,0.35,-11.484,0.0344,0.623,0,0.0861,0.435,119.508
1960's,Resta Esperar,Leno e Lilian,0.831,0.641,-7.724,0.036,0.472,0.000102,0.0513,0.875,124.982
1960's,Piccadilly Circus,I Marc 4,0.666,0.791,-8.322,0.031,0.0164,0.453,0.0707,0.936,125.822
1960's,Shoot Your Shot,Jr. Walker & The All Stars,0.677,0.668,-8.429,0.0496,0.0435,0,0.0924,0.818,116.643
1960's,Mr. Dream Merchant,Jerry Butler,0.39,0.659,-8.325,0.0318,0.572,1.32e-05,0.186,0.617,85.997
1960's,So stell ich mir die Liebe vor,Vienna State Opera Orchestra,0.0925,0.333,-9.947,0.0372,0.92,0.363,0.134,0.302,175.522
1960's,Soy Lo Prohibido,Joan Manuel Serrat,0.495,0.255,-15.378,0.0877,0.956,0.000205,0.104,0.18,89.521
1960's,Be Mad Little Girl,Bobby Darin,0.592,0.293,-16.494,0.0314,0.769,0,0.115,0.794,105.698
1960's,Melissa & Darley,Jerry Goldsmith,0.254,0.277,-15.822,0.0413,0.927,0.444,0.273,0.11,116.904
1960's,No Rest For Weary,Jerry Goldsmith,0.391,0.709,-10.38,0.0304,0.755,0.777,0.147,0.468,140.366
1960's,Tua Imagem,Canhoto,0.645,0.227,-16.449,0.0573,0.981,0.953,0.136,0.554,119.003
1960's,Everybody Loves Me But You,Brenda Lee,0.659,0.0957,-15.826,0.0384,0.873,9.08e-06,0.405,0.491,107.004
1960's,Secretamente,Enrique Guzman,0.444,0.323,-11.722,0.0357,0.756,0,0.347,0.758,97.425
1960's,Comic Strip,Serge Gainsbourg,0.794,0.554,-11.462,0.289,0.236,9.15e-05,0.125,0.682,134.017
1960's,Leise erklingen die Glocken von Campanile,Vienna State Opera Orchestra,0.175,0.314,-11.725,0.0342,0.966,0.931,0.14,0.0985,118.587
1960's,The Nitty Gritty,Shirley Ellis,0.52,0.849,-5.317,0.213,0.437,2.92e-06,0.926,0.752,132.66
1960's,Man on the Other Side,Laurie Lee,0.772,0.268,-16.105,0.921,0.176,0,0.582,0.569,63.652
1960's,Venho de Longe,Carmelia Alves,0.676,0.877,-6.126,0.0936,0.368,0,0.0782,0.918,94.057
1960's,Your Used To Be,Brenda Lee,0.608,0.371,-12.878,0.0262,0.67,0,0.129,0.772,82.857
1960's,L'espace d'une fille,Jacques Dutronc,0.556,0.571,-10.669,0.0256,0.23,0.000278,0.121,0.673,105.943
1960's,All I Have To Do Is Dream,Richard Chamberlain,0.481,0.138,-17.032,0.031,0.912,0.000132,0.133,0.52,98.512
1960's,My Special Prayer,Percy Sledge,0.558,0.412,-9.29,0.0233,0.713,6.12e-05,0.129,0.639,97.363
1960's,It's Growing,The Temptations,0.233,0.525,-11.233,0.0469,0.656,7.75e-06,0.182,0.79,210.874
1960's,''Bang Bang'' (My Baby Shot Me Down),The Bonzo Dog Band,0.429,0.473,-9.188,0.031,0.605,0,0.138,0.409,170.416
1960's,The Eyes Of A New York Woman,B.J. Thomas,0.416,0.329,-14.984,0.0322,0.0487,0,0.461,0.421,135.323
1960's,Vamos Refungar,Marinês E Sua Gente,0.697,0.716,-6.328,0.0498,0.705,0,0.394,0.962,81.275
1960's,Not On The Outside,The Moments,0.332,0.623,-9.712,0.0533,0.381,0,0.0726,0.533,153.624
1960's,I'm Gonna Do All I Can (To Do Right By My Man),Ike & Tina Turner,0.414,0.426,-12.563,0.0381,0.198,2.38e-06,0.0753,0.676,164.551
1960's,"Hush, Hush, Sweet Charlotte",Patti Page,0.335,0.163,-17.254,0.031,0.782,0,0.316,0.513,84.315
1960's,"Intermezzo No. 1 in E-Flat Major, Op. 117 - Andante moderato - Remastered",Johannes Brahms,0.448,0.0146,-28.024,0.0691,0.993,0.885,0.0862,0.142,76.4
1960's,"Baby, What's Wrong",Lonnie Mack,0.358,0.694,-8.733,0.0415,0.293,0,0.152,0.834,199.893
1960's,Não é Papo Pra Mim - Versão remasterizada,Roberto Carlos,0.782,0.521,-11.705,0.0428,0.27,0.0032,0.0608,0.963,99.281
1960's,Then You Can Tell Me Goodbye,The Casinos,0.293,0.402,-10.394,0.0313,0.699,0.552,0.135,0.209,95.318
1960's,Croché,Marinês E Sua Gente,0.65,0.652,-7.302,0.034,0.392,0,0.0684,0.907,124.088
1960's,Fireflies in Our Garden,Lesley Frost,0.691,0.179,-19.647,0.943,0.852,0,0.164,0.469,80.196
1960's,Get On Up,The Esquires,0.704,0.472,-12.508,0.0315,0.596,0,0.0604,0.963,117.931
1960's,I've Gotta Be Me,Sammy Davis Jr.,0.409,0.475,-9.683,0.0298,0.645,0,0.173,0.587,94.922
1960's,Cinderella,Paul Anka,0.547,0.542,-9.107,0.0275,0.451,0,0.161,0.893,98.055
1960's,"Der Barbier von Sevilla: Act I - "" Die Verleumdung, sie ist ein Lüftchen""",Staatskapelle Berlin,0.328,0.138,-17.477,0.0723,0.897,4.12e-06,0.0698,0.132,74.271
1960's,Nene Pulabalanu,P. Susheela,0.364,0.478,-10.868,0.0571,0.864,0.885,0.295,0.519,65.904
1960's,"Don't Cry, Baby",Etta James,0.428,0.154,-15.872,0.0314,0.83,2.08e-06,0.107,0.587,132.02
1960's,Tamba Tumbala,Miguelito Valdes,0.803,0.418,-7.924,0.0394,0.742,8.87e-05,0.12,0.717,110.441
1960's,Western Union,The Five Americans,0.562,0.845,-7.233,0.0436,0.0556,0,0.0633,0.831,116.612
1960's,"Like, Long Hair",Paul Revere & The Raiders,0.36,0.939,-10.377,0.0365,0.8,0.841,0.0841,0.7,85.483
1960's,Ezhu Chirakulla,P. Susheela,0.545,0.39,-10.692,0.0388,0.992,0.847,0.329,0.751,126.228
1960's,I Hate You,The Monks,0.65,0.798,-8.126,0.0541,0.441,0.000706,0.137,0.464,110.646
1960's,Ese Bolero Es Mío,Javier Solís,0.604,0.175,-16.108,0.0321,0.864,9.37e-06,0.0727,0.589,106.474
1960's,I Saw Her Again,The Mamas & The Papas,0.476,0.86,-5.976,0.0331,0.171,0.0309,0.235,0.894,121.715
1960's,"How Does That Grab You, Darlin'?",Nancy Sinatra,0.652,0.794,-6.047,0.207,0.161,6.54e-06,0.0743,0.86,163.246
1960's,Invisible Tears,The Ray Conniff Singers,0.588,0.622,-11.557,0.0278,0.706,8.28e-06,0.169,0.856,118.338
1960's,Onde Andaras - Remastered 2006,Caetano Veloso,0.413,0.388,-13.517,0.0313,0.72,0.000121,0.152,0.582,131.513
1960's,If I Loved You,Chad & Jeremy,0.496,0.421,-13.538,0.0272,0.762,0.000303,0.176,0.427,112.303
1960's,Lucia di Lammermoor: Act III: Scene 2: Spargi d'amaro pianto,Gaetano Donizetti,0.274,0.172,-16.268,0.0513,0.954,0.0112,0.105,0.113,89.654
1960's,"Carnival of the Animals, R. 125: Hens and Cocks",Camille Saint-Saëns,0.523,0.0414,-30.269,0.0716,0.91,0.242,0.0722,0.0657,88.606
1960's,On a Yuriatin Street,Maurice Jarre,0.191,0.363,-13.811,0.0333,0.534,0.425,0.295,0.401,91.199
1960's,"Here Comes The Rain, Baby",Eddy Arnold,0.404,0.284,-14.135,0.0299,0.857,0.557,0.111,0.2,79.28
1960's,Le Talkie Walkie,Serge Gainsbourg,0.579,0.0985,-21.786,0.127,0.796,0,0.11,0.627,123.414
1960's,Cheap Thrills,Frank Zappa,0.496,0.683,-12.433,0.0323,0.259,0,0.105,0.834,175.924
1960's,Summertime Love,Harry Belafonte,0.317,0.0767,-20.389,0.0315,0.952,0.00642,0.119,0.186,89.148
1960's,Whistling Ghost,Johnny Hawksworth,0.302,0.137,-25.262,0.0559,0.892,0.976,0.102,0.0723,139.995
1960's,Okolona River Bottom Band,Bobbie Gentry,0.574,0.388,-11.181,0.0415,0.899,1.03e-06,0.0977,0.754,116.111
1960's,Twenty-Five Miles,Edwin Starr,0.814,0.836,-7.376,0.0607,0.0595,1.49e-05,0.224,0.964,124.567
1960's,Young Boy Blues,Ben E. King,0.34,0.448,-11.452,0.0363,0.594,2.36e-06,0.293,0.657,169.522
1960's,Twopence Coloured (A),Johnny Hawksworth,0.642,0.643,-9.421,0.0601,0.174,0.0181,0.0936,0.492,135.101
1960's,Please Stay,The Drifters,0.718,0.387,-10.208,0.0294,0.358,0,0.216,0.718,113.001
1960's,Some Enchanted Evening,Jay & The Americans,0.448,0.481,-10.727,0.0311,0.507,2.8e-05,0.228,0.455,119.834
1960's,Morning Girl,The Neon Philharmonic,0.451,0.442,-10.517,0.0351,0.487,0.000397,0.202,0.515,122.547
1960's,"Melody in F Major, Op. 3, No. 1",Anton Rubinstein,0.355,0.0435,-29.002,0.0592,0.995,0.859,0.0976,0.0453,74.107
1960's,God Bless the Child - Remastered,Sonny Rollins,0.493,0.0421,-18.071,0.0347,0.913,0.173,0.0777,0.172,102.074
1960's,Cantares,Joan Manuel Serrat,0.494,0.432,-6.488,0.0388,0.893,0,0.104,0.398,127.122
1960's,Thème de Lola (Habanera),André Hossein,0.443,0.317,-16.191,0.0662,0.947,0.947,0.16,0.163,133.587
1960's,Like The Big Guys Do,The Rocky Fellers,0.649,0.73,-4.682,0.0375,0.135,0.005,0.336,0.958,136.721
1960's,God Bless America,Connie Francis,0.341,0.36,-9.64,0.0304,0.466,0.00509,0.124,0.681,187.048
1960's,My World Is Empty Without You,The Supremes,0.466,0.676,-9.378,0.112,0.248,3.22e-06,0.103,0.845,88.688
1960's,I'm Not Satisfied,Frank Zappa,0.459,0.542,-12.827,0.0504,0.435,0,0.0412,0.458,133.055
1960's,La Última Carta,Amalia Mendoza,0.428,0.215,-10.983,0.0409,0.798,0,0.181,0.527,83.262
1960's,The Mad Hatter's Ball,Syd Dale,0.332,0.826,-4.711,0.0972,0.699,0.683,0.321,0.866,179.363
1960's,Try Me,Jimmy Hughes,0.476,0.453,-6.788,0.0288,0.841,1.78e-05,0.0753,0.426,172.206
1960's,Mas Que Nada,Sergio Mendes & Brasil '66,0.644,0.483,-14.561,0.0443,0.566,5.33e-05,0.244,0.841,88.622
1960's,The Sign in the Sky / Unresponsive / Woman of Few Words,Mark Van Doren,0.72,0.0878,-22.865,0.879,0.901,6.69e-05,0.168,0.603,101.913
1960's,I'll Search My Heart,Johnny Mathis,0.247,0.426,-9.31,0.0335,0.872,9.03e-06,0.148,0.163,76.272
1960's,Rockin' Around The Christmas Tree,Brenda Lee,0.589,0.472,-8.749,0.0502,0.614,0,0.505,0.898,67.196
1960's,Penelope,Joan Manuel Serrat,0.282,0.584,-5.008,0.0325,0.756,0,0.202,0.42,135.87
1960's,Twentieth Century Drawing Room,Johnny Hawksworth,0.384,0.265,-16.019,0.0384,0.966,0.848,0.117,0.62,73.853
1960's,Água De Beber,Antônio Carlos Jobim,0.659,0.261,-20.265,0.0437,0.545,0.787,0.0768,0.881,137.315
1960's,Let's Fall In Love,Peaches & Herb,0.273,0.399,-14.154,0.0288,0.597,0.0208,0.411,0.727,185.725
1960's,Aquarela Do Brasil / Nega Do Cabelo Duro - Medley,Elis Regina,0.734,0.233,-15.49,0.0415,0.729,3.7e-06,0.202,0.572,123.166
1960's,I'm Sorry,Brenda Lee,0.558,0.223,-12.362,0.0299,0.868,0.000972,0.13,0.303,101.711
1960's,"Baby, Come Back",The Equals,0.756,0.933,-7.016,0.047,0.228,0.000842,0.202,0.879,133.09
1960's,Votre fille a 20 ans - Nouveau mix,Serge Reggiani,0.513,0.413,-11.53,0.0359,0.525,0,0.17,0.535,109.894
